#Created by HistoryFileGenerator at Fri May 19 18:36:58 MSK 2017
#Parameters: O=../PLok/hs/h1.csv, N=1019, Q=20000, R=20, W=5
@1019
!HOT_RANGES/RECENT_TRACKING/1-20, 70-90/5
333120,10,203,333115,333120
333140,654,860,333135,333140
333160,10,203,333155,333160
333180,712,916,333176,333180
333200,712,916,333195,333200
333220,712,916,333215,333220
333240,712,916,333236,333240
333260,712,916,333256,333260
333280,10,203,333275,333280
333300,403,720,333296,333300
333320,10,203,333315,333320
333340,712,916,333335,333340
333360,712,916,333356,333360
333380,712,916,333376,333380
333400,712,916,333395,333400
333420,712,916,333415,333420
333440,827,1006,333436,333440
333460,10,203,333455,333460
333480,398,650,333476,333480
333500,10,203,333495,333500
333520,10,203,333516,333520
333540,433,519,333536,333540
333560,712,916,333556,333560
333580,10,203,333575,333580
333600,712,916,333596,333600
333620,10,203,333615,333620
333640,712,916,333636,333640
333660,10,203,333655,333660
333680,712,916,333676,333680
333700,10,203,333696,333700
333720,712,916,333715,333720
333740,10,203,333735,333740
333760,712,916,333756,333760
333780,10,203,333775,333780
333800,10,203,333796,333800
333820,640,903,333816,333820
333840,712,916,333836,333840
333860,10,203,333856,333860
333880,85,994,333876,333880
333900,712,916,333896,333900
333920,712,916,333916,333920
333940,10,203,333936,333940
333960,10,203,333955,333960
333980,29,200,333976,333980
334000,712,916,333995,334000
334020,10,203,334015,334020
334040,10,203,334035,334040
334060,10,203,334056,334060
334080,712,916,334076,334080
334100,712,916,334095,334100
334120,712,916,334115,334120
334140,712,916,334136,334140
334160,712,916,334155,334160
334180,10,203,334175,334180
334200,10,203,334195,334200
334220,10,203,334216,334220
334240,712,916,334235,334240
334260,10,203,334255,334260
334280,10,203,334275,334280
334300,712,916,334295,334300
334320,10,203,334315,334320
334340,819,922,334336,334340
334360,10,203,334355,334360
334380,712,916,334376,334380
334400,712,916,334396,334400
334420,10,203,334415,334420
334440,10,203,334435,334440
334460,10,203,334455,334460
334480,712,916,334476,334480
334500,10,203,334496,334500
334520,827,994,334515,334520
334540,222,879,334536,334540
334560,712,916,334555,334560
334580,806,809,334575,334580
334600,712,916,334596,334600
334620,712,916,334615,334620
334640,10,203,334635,334640
334660,712,916,334656,334660
334680,533,988,334676,334680
334700,10,203,334695,334700
334720,712,916,334716,334720
334740,712,916,334735,334740
334760,10,203,334756,334760
334780,10,203,334776,334780
334800,712,916,334796,334800
334820,712,916,334816,334820
334840,712,916,334835,334840
334860,712,916,334856,334860
334880,334,1008,334876,334880
334900,712,916,334896,334900
334920,10,203,334916,334920
334940,712,916,334935,334940
334960,712,916,334956,334960
334980,712,916,334976,334980
335000,712,916,334995,335000
335020,712,916,335016,335020
335040,752,913,335036,335040
335060,712,916,335056,335060
335080,712,916,335075,335080
335100,10,203,335095,335100
335120,712,916,335116,335120
335140,712,916,335136,335140
335160,10,203,335156,335160
335180,10,203,335175,335180
335200,10,203,335195,335200
335220,10,203,335215,335220
335240,629,993,335236,335240
335260,10,203,335256,335260
335280,179,273,335276,335280
335300,737,921,335296,335300
335320,712,916,335316,335320
335340,368,395,335336,335340
335360,911,1009,335355,335360
335380,484,594,335375,335380
335400,712,916,335396,335400
335420,398,447,335416,335420
335440,712,916,335435,335440
335460,10,203,335455,335460
335480,10,203,335476,335480
335500,712,916,335496,335500
335520,10,203,335516,335520
335540,10,203,335535,335540
335560,712,916,335556,335560
335580,10,203,335575,335580
335600,712,916,335595,335600
335620,398,643,335615,335620
335640,146,718,335636,335640
335660,10,203,335655,335660
335680,712,916,335676,335680
335700,10,203,335695,335700
335720,10,203,335715,335720
335740,712,916,335735,335740
335760,10,203,335755,335760
335780,712,916,335776,335780
335800,10,203,335795,335800
335820,712,916,335816,335820
335840,10,203,335836,335840
335860,712,916,335855,335860
335880,712,916,335875,335880
335900,10,203,335896,335900
335920,10,203,335915,335920
335940,10,203,335936,335940
335960,113,910,335955,335960
335980,712,916,335975,335980
336000,10,203,335995,336000
336020,712,916,336016,336020
336040,887,995,336036,336040
336060,504,944,336056,336060
336080,10,203,336076,336080
336100,712,916,336096,336100
336120,10,203,336115,336120
336140,10,203,336136,336140
336160,712,916,336155,336160
336180,10,203,336176,336180
336200,712,916,336196,336200
336220,712,916,336216,336220
336240,614,682,336235,336240
336260,712,916,336256,336260
336280,270,519,336276,336280
336300,10,203,336296,336300
336320,544,934,336315,336320
336340,10,203,336336,336340
336360,10,203,336355,336360
336380,283,292,336376,336380
336400,714,814,336396,336400
336420,712,916,336415,336420
336440,712,916,336435,336440
336460,712,916,336455,336460
336480,712,916,336476,336480
336500,712,916,336495,336500
336520,10,203,336515,336520
336540,712,916,336536,336540
336560,10,203,336556,336560
336580,954,978,336575,336580
336600,10,203,336595,336600
336620,712,916,336616,336620
336640,712,916,336636,336640
336660,10,203,336656,336660
336680,712,916,336675,336680
336700,712,916,336695,336700
336720,10,203,336716,336720
336740,858,936,336736,336740
336760,586,596,336756,336760
336780,222,476,336776,336780
336800,10,203,336796,336800
336820,10,203,336815,336820
336840,919,1016,336836,336840
336860,10,203,336855,336860
336880,10,203,336875,336880
336900,712,916,336895,336900
336920,178,759,336916,336920
336940,10,203,336936,336940
336960,712,916,336955,336960
336980,492,1000,336975,336980
337000,10,203,336995,337000
337020,712,916,337016,337020
337040,10,203,337035,337040
337060,10,203,337055,337060
337080,10,203,337075,337080
337100,10,203,337095,337100
337120,137,304,337116,337120
337140,712,916,337135,337140
337160,10,203,337155,337160
337180,10,203,337176,337180
337200,10,203,337195,337200
337220,712,916,337216,337220
337240,712,916,337235,337240
337260,10,203,337256,337260
337280,10,203,337275,337280
337300,712,916,337296,337300
337320,712,916,337316,337320
337340,712,916,337336,337340
337360,10,203,337355,337360
337380,232,788,337376,337380
337400,480,754,337396,337400
337420,10,203,337415,337420
337440,1007,1009,337435,337440
337460,10,203,337456,337460
337480,712,916,337476,337480
337500,10,203,337496,337500
337520,433,882,337515,337520
337540,712,916,337536,337540
337560,10,203,337555,337560
337580,10,203,337575,337580
337600,712,916,337596,337600
337620,10,203,337615,337620
337640,10,203,337636,337640
337660,10,203,337655,337660
337680,10,203,337676,337680
337700,10,203,337695,337700
337720,712,916,337716,337720
337740,955,983,337736,337740
337760,712,916,337755,337760
337780,712,916,337775,337780
337800,712,916,337796,337800
337820,712,916,337816,337820
337840,712,916,337835,337840
337860,10,203,337855,337860
337880,10,203,337875,337880
337900,10,203,337895,337900
337920,524,743,337915,337920
337940,712,916,337936,337940
337960,10,203,337956,337960
337980,10,203,337975,337980
338000,712,916,337996,338000
338020,712,916,338016,338020
338040,712,916,338035,338040
338060,10,203,338055,338060
338080,10,203,338075,338080
338100,10,203,338095,338100
338120,10,203,338116,338120
338140,409,673,338135,338140
338160,379,423,338156,338160
338180,10,203,338175,338180
338200,10,203,338196,338200
338220,10,203,338216,338220
338240,712,916,338236,338240
338260,257,565,338255,338260
338280,712,916,338275,338280
338300,712,916,338296,338300
338320,712,916,338315,338320
338340,10,203,338336,338340
338360,10,203,338356,338360
338380,942,992,338375,338380
338400,777,788,338396,338400
338420,10,203,338415,338420
338440,10,203,338436,338440
338460,712,916,338456,338460
338480,10,203,338475,338480
338500,712,916,338495,338500
338520,890,994,338515,338520
338540,10,203,338535,338540
338560,10,203,338555,338560
338580,10,203,338575,338580
338600,712,916,338596,338600
338620,712,916,338616,338620
338640,712,916,338635,338640
338660,712,916,338656,338660
338680,10,203,338676,338680
338700,10,203,338695,338700
338720,10,203,338716,338720
338740,10,203,338735,338740
338760,712,916,338755,338760
338780,712,916,338775,338780
338800,10,203,338796,338800
338820,441,779,338816,338820
338840,712,916,338836,338840
338860,299,572,338855,338860
338880,10,203,338875,338880
338900,712,916,338896,338900
338920,10,203,338916,338920
338940,282,897,338935,338940
338960,712,916,338956,338960
338980,167,421,338976,338980
339000,10,203,338995,339000
339020,566,678,339016,339020
339040,712,916,339035,339040
339060,712,916,339055,339060
339080,10,203,339076,339080
339100,712,916,339095,339100
339120,10,203,339115,339120
339140,10,203,339135,339140
339160,10,203,339156,339160
339180,10,203,339176,339180
339200,12,691,339195,339200
339220,712,916,339216,339220
339240,10,203,339235,339240
339260,10,203,339255,339260
339280,10,203,339276,339280
339300,712,916,339296,339300
339320,712,916,339316,339320
339340,10,203,339335,339340
339360,148,716,339356,339360
339380,10,203,339376,339380
339400,712,916,339396,339400
339420,712,916,339415,339420
339440,712,916,339435,339440
339460,712,916,339455,339460
339480,10,203,339475,339480
339500,712,916,339496,339500
339520,712,916,339516,339520
339540,712,916,339536,339540
339560,10,203,339555,339560
339580,10,203,339575,339580
339600,985,992,339596,339600
339620,10,203,339615,339620
339640,10,203,339635,339640
339660,10,203,339655,339660
339680,10,203,339675,339680
339700,10,203,339695,339700
339720,712,916,339716,339720
339740,10,203,339736,339740
339760,712,916,339755,339760
339780,10,203,339775,339780
339800,712,916,339796,339800
339820,10,203,339815,339820
339840,10,203,339835,339840
339860,10,203,339856,339860
339880,712,916,339875,339880
339900,10,203,339895,339900
339920,712,916,339915,339920
339940,10,203,339936,339940
339960,712,916,339955,339960
339980,10,203,339976,339980
340000,10,203,339996,340000
340020,712,916,340015,340020
340040,712,916,340035,340040
340060,10,203,340056,340060
340080,712,916,340076,340080
340100,10,203,340096,340100
340120,712,916,340116,340120
340140,10,203,340135,340140
340160,712,916,340156,340160
340180,10,203,340175,340180
340200,712,916,340196,340200
340220,10,203,340215,340220
340240,10,203,340236,340240
340260,712,916,340256,340260
340280,712,916,340275,340280
340300,712,916,340295,340300
340320,10,203,340315,340320
340340,712,916,340335,340340
340360,10,203,340356,340360
340380,10,203,340375,340380
340400,712,916,340395,340400
340420,314,842,340415,340420
340440,712,916,340436,340440
340460,712,916,340455,340460
340480,10,203,340476,340480
340500,712,916,340495,340500
340520,10,203,340515,340520
340540,286,694,340536,340540
340560,712,916,340556,340560
340580,10,203,340575,340580
340600,10,203,340595,340600
340620,712,916,340616,340620
340640,712,916,340636,340640
340660,10,203,340655,340660
340680,712,916,340676,340680
340700,10,203,340696,340700
340720,712,916,340716,340720
340740,712,916,340735,340740
340760,712,916,340756,340760
340780,10,203,340776,340780
340800,10,203,340796,340800
340820,10,203,340815,340820
340840,712,916,340836,340840
340860,1008,1008,340855,340860
340880,10,203,340875,340880
340900,712,916,340895,340900
340920,712,916,340916,340920
340940,10,203,340936,340940
340960,56,352,340956,340960
340980,159,506,340976,340980
341000,10,203,340995,341000
341020,712,916,341015,341020
341040,712,916,341036,341040
341060,10,203,341055,341060
341080,690,732,341076,341080
341100,999,1012,341096,341100
341120,712,916,341115,341120
341140,712,916,341136,341140
341160,430,997,341156,341160
341180,10,203,341176,341180
341200,712,916,341196,341200
341220,10,203,341215,341220
341240,10,203,341235,341240
341260,10,203,341255,341260
341280,10,203,341275,341280
341300,10,203,341296,341300
341320,10,203,341315,341320
341340,471,650,341335,341340
341360,727,945,341356,341360
341380,712,916,341375,341380
341400,10,203,341396,341400
341420,10,203,341415,341420
341440,712,916,341436,341440
341460,712,916,341455,341460
341480,712,916,341476,341480
341500,10,203,341495,341500
341520,552,773,341515,341520
341540,10,203,341535,341540
341560,712,916,341555,341560
341580,10,203,341576,341580
341600,712,916,341596,341600
341620,10,203,341615,341620
341640,10,203,341636,341640
341660,10,203,341655,341660
341680,113,710,341676,341680
341700,10,203,341695,341700
341720,712,916,341716,341720
341740,712,916,341736,341740
341760,885,969,341755,341760
341780,10,203,341776,341780
341800,870,872,341796,341800
341820,712,916,341815,341820
341840,712,916,341835,341840
341860,712,916,341856,341860
341880,10,203,341876,341880
341900,712,916,341896,341900
341920,712,916,341915,341920
341940,712,916,341936,341940
341960,712,916,341956,341960
341980,712,916,341976,341980
342000,712,916,341996,342000
342020,10,203,342015,342020
342040,712,916,342036,342040
342060,10,203,342055,342060
342080,712,916,342076,342080
342100,10,203,342096,342100
342120,712,916,342115,342120
342140,647,890,342135,342140
342160,10,203,342155,342160
342180,712,916,342175,342180
342200,712,916,342195,342200
342220,227,316,342216,342220
342240,10,203,342236,342240
342260,712,916,342256,342260
342280,712,916,342275,342280
342300,10,203,342296,342300
342320,474,474,342315,342320
342340,712,916,342336,342340
342360,494,990,342356,342360
342380,10,203,342376,342380
342400,712,916,342395,342400
342420,712,916,342415,342420
342440,366,972,342435,342440
342460,712,916,342456,342460
342480,100,181,342476,342480
342500,712,916,342495,342500
342520,712,916,342516,342520
342540,10,203,342536,342540
342560,10,203,342555,342560
342580,10,203,342576,342580
342600,712,916,342596,342600
342620,712,916,342615,342620
342640,10,203,342636,342640
342660,10,203,342656,342660
342680,836,842,342675,342680
342700,712,916,342695,342700
342720,712,916,342715,342720
342740,712,916,342735,342740
342760,10,203,342756,342760
342780,712,916,342776,342780
342800,10,203,342796,342800
342820,712,916,342815,342820
342840,10,203,342836,342840
342860,712,916,342855,342860
342880,712,916,342876,342880
342900,712,916,342896,342900
342920,172,288,342915,342920
342940,712,916,342936,342940
342960,273,416,342955,342960
342980,171,189,342976,342980
343000,712,916,342996,343000
343020,712,916,343015,343020
343040,712,916,343035,343040
343060,712,916,343055,343060
343080,712,916,343075,343080
343100,10,203,343095,343100
343120,712,916,343116,343120
343140,10,203,343136,343140
343160,1007,1007,343156,343160
343180,712,916,343176,343180
343200,962,995,343195,343200
343220,954,957,343215,343220
343240,186,918,343235,343240
